,ID,Program_Code,From_Grade,To_Grade,Group_State,Is_Non_Annual_,Days,Travel_Type,Departure_Date,Return_Date,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Product_Type,SPR_New_Existing,FPP,Total_Pax,SPR_Group_Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP_to_School_enrollment,FPP_to_PAX,Num_of_Non_FPP_PAX,SchoolSizeIndicator,Retained_in_2012_,NPS_2011,NPS_2010,NPS_2009,NPS_2008,>=_3_FPP_Date,>=_10_FPP_Date,>=_20_FPP_Date,>=_35_FPP_Date
1830,1831,HD,8.0,8.0,TX,0.0,5.0,A,2011-06-07,2011-06-11,2010-11-15,,1575.0,29.0,8.0,0.829,2010-05-28,2010-05-28,12.0,4.0,2010-05-29,B,Houston,5.0,PUBLIC,1.0,5,8.0,901.0,Z,0.286,0.0,East Coast,NEW,35.0,39.0,1575.0,1.0,2010-09-08,2010-09-08,272.0,272.0,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1.0,0.038845727,0.897435897,4.0,L,1.0,8.0,,,,2010-09-09,2010-09-16,2010-09-20,2010-09-22
1831,1832,HD,6.0,6.0,TX,0.0,4.0,A,2011-06-07,2011-06-11,2010-10-15,,1718.0,27.0,4.0,0.771,2009-12-09,2010-08-13,5.0,7.0,2009-12-10,C,Dallas,4.0,PUBLIC,1.0,5,6.0,700.0,Z,0.457,0.0,East Coast,EXISTING,35.0,42.0,1718.0,1.0,2010-09-01,2010-09-01,279.0,279.0,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1.0,0.05,0.833333333,7.0,M-L,1.0,10.0,10.0,10.0,,2010-01-16,2010-03-03,2010-05-28,2010-09-07
1832,1833,HD,6.0,8.0,UT,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-01,,2004.0,1.0,4.0,0.333,2010-05-05,2010-08-23,5.0,1.0,2010-05-05,B,Other,10.0,PUBLIC,1.0,7,9.0,1000.0,L,0.333,0.0,East Coast,EXISTING,3.0,4.0,2004.0,1.0,2010-09-28,2010-09-28,252.0,252.0,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0.0,0.003,0.75,1.0,L,1.0,10.0,10.0,,,2010-09-28,,,
1833,1834,HC,8.0,8.0,CA,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-22,,2784.0,4.0,2.0,0.8,2010-04-30,2010-08-23,5.0,1.0,2010-04-30,B,Northern California,5.0,PUBLIC,0.0,6,8.0,360.0,N,0.4,0.0,East Coast,EXISTING,5.0,6.0,2784.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.013888889,0.833333333,1.0,S-M,1.0,,,,,2010-10-22,,,
1834,1835,HD,8.0,8.0,TX,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-15,,1871.0,2.0,6.0,0.667,2010-03-16,2010-03-16,7.0,1.0,2010-03-12,D,Houston,1.0,PUBLIC,1.0,6,8.0,1300.0,A,0.0,0.0,East Coast,NEW,3.0,4.0,1871.0,2.0,2010-05-25,2010-09-09,378.0,271.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.002307692,0.75,1.0,L,0.0,,,,,2010-10-08,,,
1835,1836,HD,8.0,8.0,NM,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-15,FR,2012.0,6.0,1.0,0.5,2010-02-04,2010-08-12,3.0,1.0,2010-02-04,C,Other,5.0,PUBLIC,1.0,6,8.0,1020.0,Q,0.167,0.0,East Coast,EXISTING,12.0,13.0,2012.0,1.0,2010-09-07,2010-09-07,273.0,273.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.011764706,0.923076923,1.0,L,1.0,9.0,8.0,,,2010-09-21,2010-12-09,,
1836,1837,HD,8.0,8.0,IL,0.0,5.0,B,2011-06-07,2011-06-11,2010-10-15,,911.0,9.0,4.0,0.818,2010-04-21,2010-09-01,7.0,1.0,2010-04-21,C,Other,10.0,PUBLIC,1.0,6,8.0,400.0,G,0.182,0.0,East Coast,EXISTING,11.0,12.0,911.0,2.0,2010-05-04,2010-09-30,399.0,250.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.0275,0.916666667,1.0,S-M,0.0,10.0,8.0,,,2010-05-27,2010-10-13,,
1837,1838,SM,7.0,8.0,CO,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-30,,2109.0,1.0,5.0,0.333,2010-04-29,2010-09-07,5.0,1.0,2010-04-29,C,Other,7.0,PUBLIC,1.0,6,8.0,300.0,Z,0.333,0.0,Science,NEW,3.0,4.0,2109.0,2.0,2010-05-13,2010-09-29,390.0,251.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0.0,0.01,0.75,1.0,S,0.0,8.0,,,,2010-05-21,,,
1838,1839,HC,8.0,8.0,CA,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-15,,2348.0,11.0,3.0,0.5,2010-04-30,2010-08-26,8.0,1.0,2010-04-30,B,Northern California,5.0,PUBLIC,1.0,6,8.0,700.0,M,0.091,0.0,East Coast,NEW,22.0,23.0,2348.0,1.0,2010-09-08,2010-09-08,272.0,272.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.031428571,0.956521739,1.0,M-L,0.0,,,,,2010-05-26,2010-05-30,2010-06-02,
1839,1840,HD,8.0,8.0,TX,0.0,5.0,A,2011-06-07,2011-06-11,2010-11-01,,1791.0,10.0,1.0,0.909,2010-04-26,2010-09-01,3.0,1.0,2010-04-22,B,Houston,10.0,PUBLIC,1.0,6,8.0,1044.0,L,0.455,0.0,East Coast,EXISTING,11.0,12.0,1791.0,1.0,2010-09-24,2010-09-24,256.0,256.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.010536398,0.916666667,1.0,L,1.0,8.0,8.0,,,2010-09-30,2010-10-30,,
1840,1841,HC,8.0,8.0,TX,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-01,,1699.0,33.0,6.0,0.733,2010-02-24,2010-08-24,6.0,4.0,2010-02-25,C,Houston,10.0,PUBLIC,1.0,7,8.0,750.0,I,0.244,0.0,East Coast,EXISTING,45.0,49.0,1699.0,2.0,2010-04-01,2010-09-30,432.0,250.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.06,0.918367347,4.0,M-L,1.0,9.0,10.0,9.0,10.0,2010-10-07,2010-10-13,2010-10-14,2010-10-18
1841,1842,HC,7.0,12.0,NM,1.0,5.0,A,2011-06-07,2011-06-11,2010-10-01,,2284.0,4.0,2.0,0.571,2010-03-16,2010-03-16,4.0,1.0,2010-03-14,,Other,5.0,CHD,1.0,PK,12.0,400.0,Z,0.429,0.0,East Coast,NEW,7.0,8.0,2284.0,1.0,2010-08-31,2010-08-31,280.0,280.0,Middle,High,Middle->High,June,PK,High,PK->High,H,0.0,0.0175,0.875,1.0,S-M,0.0,9.0,,,8.0,2010-10-29,,,
1842,1843,CD,8.0,8.0,NE,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-15,,1679.0,27.0,0.0,0.73,2010-02-08,2010-08-23,1.0,3.0,2010-01-29,,Other,10.0,Catholic,1.0,7,12.0,114.0,J,0.162,0.0,East Coast,EXISTING,37.0,40.0,1679.0,2.0,2010-04-08,2010-09-01,425.0,279.0,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,C,1.0,0.324561404,0.925,3.0,S,1.0,,10.0,10.0,10.0,2010-05-20,2010-05-26,2010-06-07,2011-03-07
1843,1844,HD,7.0,8.0,TX,1.0,5.0,A,2011-06-07,2011-06-11,2010-10-31,,1791.0,13.0,5.0,0.867,2010-05-13,2010-10-04,5.0,2.0,2010-03-12,C,Dallas,5.0,PUBLIC,0.0,5,8.0,390.0,O,0.667,0.0,East Coast,EXISTING,15.0,17.0,1791.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0.0,0.038461538,0.882352941,2.0,S-M,0.0,8.0,,7.0,,2010-05-31,2010-06-15,,
1844,1845,HC,6.0,8.0,SD,1.0,5.0,A,2011-06-07,2011-06-11,2010-11-01,CP,1989.0,17.0,4.0,0.607,2010-02-04,2010-09-17,6.0,3.0,2010-01-22,A,Other,5.0,PUBLIC,1.0,6,8.0,150.0,H,0.464,0.0,East Coast,EXISTING,28.0,31.0,1989.0,2.0,2010-03-11,2010-09-22,453.0,258.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.186666667,0.903225806,3.0,S,1.0,10.0,,10.0,,2010-03-26,2010-04-09,2010-04-12,
1845,1846,HD,8.0,8.0,CA,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-29,,2215.0,1.0,2.0,0.25,2010-03-04,2010-08-13,4.0,1.0,2010-03-04,C,Northern California,5.0,PUBLIC,1.0,K,8.0,752.0,C,0.25,0.0,East Coast,NEW,4.0,5.0,2215.0,1.0,2010-08-24,2010-08-24,287.0,287.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1.0,0.005319149,0.8,1.0,M-L,0.0,,,,,2011-04-27,,,
1846,1847,HC,7.0,8.0,TX,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-22,,1897.0,7.0,0.0,0.583,,2010-08-26,7.0,2.0,2010-07-23,C,Houston,10.0,PUBLIC,0.0,6,8.0,1214.0,I,0.083,0.0,East Coast,EXISTING,12.0,14.0,1897.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.009884679,0.857142857,2.0,L,1.0,8.0,10.0,,,2010-10-18,2010-10-28,,
1847,1848,HD,5.0,6.0,OK,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-30,,1798.0,5.0,0.0,0.455,,2010-08-05,2.0,1.0,2010-08-05,B,Other,4.0,PUBLIC,1.0,PK,5.0,822.0,M,0.091,0.0,East Coast,EXISTING,11.0,12.0,1798.0,2.0,2010-09-14,2010-10-05,266.0,245.0,Elementary,Middle,Elementary->Middle,June,PK,Elementary,PK->Elementary,H,0.0,0.013381995,0.916666667,1.0,L,1.0,9.0,10.0,,,2010-10-06,2011-05-03,,
1848,1849,HD,8.0,8.0,TX,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-30,,1872.0,5.0,3.0,0.833,,2010-08-06,3.0,1.0,2010-08-06,B,Dallas,10.0,PUBLIC,1.0,7,8.0,690.0,F,0.667,0.0,East Coast,NEW,6.0,7.0,1872.0,1.0,2010-09-14,2010-09-14,266.0,266.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.008695652,0.857142857,1.0,M-L,1.0,,,,,2010-09-22,,,
1849,1850,HC,7.0,8.0,TX,0.0,5.0,A,2011-06-07,2011-06-11,2010-09-30,,1997.0,16.0,7.0,0.64,,2010-08-13,7.0,2.0,2010-08-12,C,Houston,10.0,PUBLIC,1.0,7,8.0,291.0,H,0.12,0.0,East Coast,NEW,25.0,27.0,1997.0,1.0,2010-09-14,2010-09-14,266.0,266.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.085910653,0.925925926,2.0,S,0.0,9.0,,,,2010-09-20,2010-09-27,2010-10-12,
1850,1851,HC,6.0,9.0,SD,0.0,5.0,A,2011-06-07,2011-06-11,2010-12-03,FR,1829.0,4.0,1.0,0.5,,2010-08-20,1.0,1.0,2010-08-21,C,Other,10.0,PUBLIC,1.0,K,8.0,130.0,H,0.375,0.0,East Coast,NEW,8.0,9.0,1829.0,1.0,2010-09-14,2010-09-14,266.0,266.0,Middle,High,Middle->High,June,K,Middle,K->Middle,H,0.0,0.061538462,0.888888889,1.0,S,1.0,10.0,,,,2010-09-24,,,
1851,1852,HD,7.0,8.0,AZ,0.0,5.0,A,2011-06-07,2011-06-11,2010-11-01,,1985.0,4.0,2.0,0.8,,2010-08-26,3.0,1.0,2010-08-26,B,Other,5.0,PUBLIC,1.0,6,8.0,612.0,J,0.6,0.0,East Coast,EXISTING,5.0,6.0,1985.0,1.0,2010-09-23,2010-09-23,257.0,257.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.008169935,0.833333333,1.0,M-L,1.0,10.0,8.0,,,2010-10-03,,,
1852,1853,HD,7.0,8.0,CA,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-29,FR,1999.0,4.0,7.0,0.444,,2010-08-27,9.0,1.0,2010-08-26,C,Southern California,10.0,PUBLIC,1.0,7,8.0,844.0,G,0.111,0.0,East Coast,NEW,9.0,10.0,1999.0,1.0,2010-09-14,2010-09-14,266.0,266.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.010663507,0.9,1.0,L,0.0,,,,10.0,2010-10-04,,,
1853,1854,HD,7.0,8.0,CA,0.0,5.0,A,2011-06-07,2011-06-11,2010-11-19,FR,2216.0,21.0,3.0,0.656,,2010-09-07,5.0,3.0,2010-08-27,,Northern California,5.0,Catholic,0.0,7,12.0,632.0,K,0.156,0.0,East Coast,EXISTING,32.0,35.0,2216.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0.0,0.050632911,0.914285714,3.0,M-L,1.0,,10.0,10.0,10.0,2010-10-01,2010-10-08,2010-10-17,
1854,1855,HD,8.0,8.0,CA,0.0,5.0,A,2011-06-07,2011-06-11,2010-10-15,,1964.0,2.0,2.0,0.4,,2010-09-09,2.0,1.0,2010-09-04,B,Northern California,5.0,PUBLIC,1.0,K,8.0,598.0,L,0.0,0.0,East Coast,NEW,5.0,6.0,1964.0,1.0,2010-09-21,2010-09-21,259.0,259.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1.0,0.008361204,0.833333333,1.0,M-L,0.0,,,,,2010-10-12,,,
1855,1856,SM,7.0,8.0,TN,0.0,5.0,A,2011-06-07,2011-06-11,2010-11-19,,1877.0,9.0,3.0,0.529,,2010-09-15,4.0,1.0,2010-09-15,B,Other,6.0,PUBLIC,1.0,6,8.0,1018.0,I,0.412,0.0,Science,EXISTING,17.0,18.0,1877.0,1.0,2010-09-28,2010-09-28,252.0,252.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0.0,0.016699411,0.944444444,1.0,L,1.0,8.0,9.0,,,2010-09-29,2010-10-16,,
1856,1857,HD,7.0,8.0,SD,0.0,5.0,A,2011-06-07,2011-06-11,2010-11-15,,1795.0,12.0,2.0,0.8,,2010-10-04,2.0,1.0,2010-10-02,C,Other,5.0,PUBLIC,1.0,6,8.0,425.0,L,0.267,0.0,East Coast,NEW,15.0,16.0,1795.0,1.0,2010-10-19,2010-10-19,231.0,231.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.035294118,0.9375,1.0,S-M,1.0,10.0,,,,2010-10-22,2010-10-31,,
1857,1858,HD,,,CA,0.0,5.0,A,2011-06-07,2011-06-11,2010-11-19,,1999.0,4.0,1.0,0.444,,2010-10-12,1.0,1.0,2010-10-09,C,Northern California,10.0,PUBLIC,1.0,K,8.0,481.0,I,0.0,0.0,East Coast,NEW,9.0,10.0,1999.0,1.0,2010-11-01,2010-11-01,218.0,218.0,Undefined,Undefined,Undefined->Undefined,June,K,Middle,K->Middle,H,0.0,0.018711019,0.9,1.0,S-M,0.0,10.0,,,,2010-11-18,,,
1858,1859,HD,8.0,8.0,TX,1.0,5.0,A,2011-06-07,2011-06-11,2010-12-08,,1718.0,8.0,0.0,0.8,,2010-10-27,1.0,2.0,2010-10-28,B,Houston,10.0,PUBLIC,1.0,6,8.0,193.0,K,0.5,0.0,East Coast,EXISTING,10.0,12.0,1718.0,1.0,2010-11-02,2010-11-02,217.0,217.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.051813472,0.833333333,2.0,S,1.0,9.0,10.0,8.0,10.0,2010-12-02,2010-12-09,,
1859,1860,HC,7.0,8.0,WY,1.0,6.0,A,2011-06-07,2011-06-12,2010-10-15,,2249.0,10.0,2.0,0.714,,2010-08-19,3.0,1.0,2010-06-18,B,Other,5.0,PUBLIC,1.0,6,8.0,342.0,Z,0.143,0.0,East Coast,EXISTING,14.0,15.0,2249.0,1.0,2010-09-01,2010-09-01,279.0,279.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.040935673,0.933333333,1.0,S-M,1.0,7.0,10.0,10.0,,2010-10-11,2010-10-15,,
1860,1861,HD,,,IL,0.0,4.0,B,2011-06-07,2011-06-12,2010-12-07,,849.0,11.0,9.0,0.786,,2010-10-08,9.0,3.0,2010-10-07,C,Other,8.0,PUBLIC,1.0,9,12.0,2700.0,I,0.643,0.0,East Coast,NEW,14.0,17.0,849.0,1.0,2010-10-26,2010-10-26,224.0,224.0,Undefined,Undefined,Undefined->Undefined,June,High,High,High->High,H,0.0,0.005185185,0.823529412,3.0,L,0.0,10.0,,,,2010-11-12,2010-11-17,,
1861,1862,HC,8.0,8.0,WY,0.0,6.0,A,2011-06-07,2011-06-12,2010-10-11,,2249.0,7.0,3.0,0.5,2010-03-03,2010-08-10,5.0,1.0,2010-03-03,B,Other,5.0,PUBLIC,1.0,6,8.0,320.0,Z,0.214,0.0,East Coast,EXISTING,14.0,15.0,2249.0,1.0,2010-10-05,2010-10-05,245.0,245.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.04375,0.933333333,1.0,S,0.0,,,,,2010-06-04,2010-10-18,,
1862,1863,SG,6.0,8.0,NM,0.0,6.0,A,2011-06-07,2011-06-12,2010-09-30,,2475.0,4.0,1.0,0.364,,2010-08-06,7.0,2.0,2010-08-05,D,Other,7.0,PUBLIC,0.0,6,8.0,300.0,C,0.091,0.0,Science,EXISTING,11.0,13.0,2475.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0.0,0.036666667,0.846153846,2.0,S,1.0,,10.0,,8.0,2010-09-10,2010-11-24,,
1863,1864,HD,6.0,8.0,MO,0.0,6.0,B,2011-06-07,2011-06-12,2010-11-10,,935.0,11.0,4.0,0.733,,2010-09-08,3.0,1.0,2010-09-03,C,Other,10.0,PUBLIC,1.0,6,8.0,437.0,D,0.067,0.0,East Coast,NEW,15.0,16.0,935.0,2.0,2010-09-23,2010-10-05,257.0,245.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.034324943,0.9375,1.0,S-M,0.0,10.0,,,,2010-10-03,2010-10-16,,
1864,1865,HD,8.0,8.0,MT,0.0,5.0,A,2011-06-07,2011-06-12,2010-11-03,,1985.0,7.0,4.0,0.539,,2010-09-23,5.0,1.0,2010-09-23,C,Other,10.0,PUBLIC,1.0,6,8.0,355.0,E,0.154,0.0,East Coast,NEW,13.0,14.0,1985.0,1.0,2010-10-18,2010-10-18,232.0,232.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.036619718,0.928571429,1.0,S-M,0.0,7.0,,,,2010-10-25,2010-11-03,,
1865,1866,HD,7.0,8.0,IL,0.0,6.0,B,2011-06-07,2011-06-12,2010-12-03,FR,798.0,8.0,2.0,0.471,,2010-10-06,7.0,1.0,2010-10-05,B,Other,10.0,PUBLIC,0.0,7,12.0,230.0,K,0.118,0.0,East Coast,NEW,17.0,18.0,798.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0.0,0.073913043,0.944444444,1.0,S,1.0,9.0,,,,2010-11-18,2010-12-01,,
1866,1867,HC,7.0,8.0,CA,0.0,6.0,A,2011-06-07,2011-06-12,2010-12-17,,2589.0,8.0,2.0,0.5,,2010-11-16,2.0,2.0,2010-11-17,,Northern California,5.0,Catholic,1.0,K,8.0,275.0,H,0.0,0.0,East Coast,NEW,16.0,18.0,2589.0,1.0,2010-12-01,2010-12-01,188.0,188.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0.0,0.058181818,0.888888889,2.0,S,0.0,9.0,,,10.0,2010-12-10,2010-12-17,,
1867,1868,HS,4.0,7.0,CA,1.0,2.0,A,2011-06-08,2011-06-09,2010-10-29,,654.0,8.0,2.0,0.5,2010-04-26,2010-08-26,8.0,3.0,2009-09-09,B,Southern California,4.0,PUBLIC,0.0,K,6.0,557.0,P,0.438,1.0,CA History,EXISTING,16.0,19.0,654.0,0.0,,,,,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0.0,0.028725314,0.842105263,3.0,S-M,1.0,10.0,,10.0,,2010-06-10,2010-06-14,,
1868,1869,HS,4.0,4.0,CA,0.0,2.0,A,2011-06-08,2011-06-09,2011-03-15,FR,587.0,0.0,0.0,0.0,,2010-12-10,2.0,2.0,2010-12-10,C,Southern California,4.0,PUBLIC,0.0,PK,5.0,810.0,K,0.0,0.0,CA History,NEW,45.0,47.0,587.0,0.0,,,,,Elementary,Elementary,Elementary->Elementary,June,PK,Elementary,PK->Elementary,H,1.0,0.055555556,0.957446809,2.0,M-L,0.0,,,,,2011-04-25,2011-04-25,2011-04-25,2011-04-25
1869,1870,HD,8.0,8.0,IA,0.0,3.0,A,2011-06-08,2011-06-10,2010-11-01,,1059.0,39.0,3.0,0.574,,2010-08-31,5.0,5.0,2010-08-27,A,Other,10.0,PUBLIC,1.0,6,7.0,379.0,O,0.412,0.0,East Coast,EXISTING,68.0,73.0,1059.0,1.0,2010-09-21,2010-09-21,260.0,260.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.179419525,0.931506849,5.0,S-M,1.0,,,,,2010-09-21,2010-10-05,2010-10-18,2010-10-26
1870,1871,HD,6.0,8.0,TX,1.0,4.0,A,2011-06-08,2011-06-11,2010-10-01,,1452.0,18.0,5.0,0.818,2010-03-08,2010-08-17,5.0,2.0,2010-03-03,B,Dallas,10.0,PUBLIC,1.0,6,8.0,295.0,K,0.591,0.0,East Coast,EXISTING,22.0,24.0,1452.0,1.0,2010-09-07,2010-09-07,274.0,274.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.074576271,0.916666667,2.0,S,0.0,9.0,,8.0,8.0,2010-04-19,2010-04-28,2010-05-31,
1871,1872,HD,8.0,8.0,TX,0.0,4.0,A,2011-06-08,2011-06-11,2010-10-01,,1729.0,5.0,2.0,0.5,2010-03-16,2010-09-02,2.0,1.0,2010-03-16,C,Houston,10.0,PUBLIC,1.0,6,8.0,1164.0,J,0.1,0.0,East Coast,EXISTING,10.0,11.0,1729.0,2.0,2010-05-20,2010-09-14,384.0,267.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.008591065,0.909090909,1.0,L,1.0,,10.0,10.0,,2010-09-23,2011-05-17,,
1872,1873,HD,8.0,8.0,TX,0.0,4.0,A,2011-06-08,2011-06-11,2010-10-01,FR,1480.0,13.0,2.0,0.565,2010-02-26,2010-08-12,3.0,2.0,2010-02-25,B,Dallas,5.0,PUBLIC,1.0,PK,12.0,710.0,M,0.217,0.0,East Coast,EXISTING,23.0,25.0,1480.0,2.0,2010-04-20,2010-09-10,414.0,271.0,Middle,Middle,Middle->Middle,June,PK,High,PK->High,H,1.0,0.032394366,0.92,2.0,M-L,1.0,9.0,10.0,10.0,9.0,2010-04-30,2010-05-30,2010-10-27,
1873,1874,HD,7.0,8.0,SD,0.0,4.0,A,2011-06-08,2011-06-11,2010-10-29,,1682.0,9.0,0.0,0.563,2010-04-26,2010-09-27,0.0,2.0,2010-04-08,C,Other,5.0,PUBLIC,1.0,6,8.0,650.0,L,0.125,0.0,East Coast,EXISTING,16.0,18.0,1682.0,1.0,2010-05-28,2010-05-28,376.0,376.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.024615385,0.888888889,2.0,M-L,0.0,,9.0,10.0,9.0,2011-01-15,2011-02-10,,
1874,1875,HD,8.0,8.0,TX,0.0,4.0,A,2011-06-08,2011-06-11,2010-11-01,,1444.0,34.0,11.0,0.618,2010-02-11,2010-08-26,13.0,3.0,2010-02-01,B,Dallas,10.0,PUBLIC,1.0,7,8.0,229.0,M,0.255,0.0,East Coast,EXISTING,55.0,58.0,1444.0,1.0,2010-09-14,2010-09-14,267.0,267.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.240174672,0.948275862,3.0,S,1.0,10.0,10.0,10.0,10.0,2010-03-31,2010-04-06,2010-04-19,2010-05-24
1875,1876,HD,8.0,9.0,TX,0.0,4.0,A,2011-06-08,2011-06-11,2010-10-08,,1444.0,24.0,6.0,0.923,2010-03-22,2010-09-02,7.0,2.0,2010-03-19,B,Dallas,10.0,PUBLIC,1.0,6,12.0,525.0,I,0.308,0.0,East Coast,NEW,26.0,28.0,1444.0,2.0,2010-04-22,2011-05-16,412.0,23.0,Middle,High,Middle->High,June,Middle,High,Middle->High,H,0.0,0.04952381,0.928571429,2.0,S-M,1.0,10.0,,,,2010-04-23,2010-05-28,2010-06-07,
1876,1877,HD,7.0,8.0,MN,1.0,4.0,A,2011-06-08,2011-06-11,2010-10-22,FR,1475.0,25.0,5.0,0.481,2010-02-04,2010-08-24,7.0,5.0,2010-01-28,A,Other,10.0,PUBLIC,1.0,6,8.0,760.0,N,0.423,0.0,East Coast,EXISTING,52.0,57.0,1475.0,2.0,2010-03-09,2010-09-02,456.0,279.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.068421053,0.912280702,5.0,M-L,0.0,10.0,,10.0,,2010-05-04,2010-05-17,2010-05-27,2010-06-07
1877,1878,HD,5.0,6.0,CO,0.0,4.0,A,2011-06-08,2011-06-11,2010-11-12,,1681.0,7.0,2.0,0.875,2010-03-05,2010-08-06,3.0,2.0,2010-02-12,B,Other,4.0,PUBLIC,1.0,K,6.0,338.0,P,0.375,0.0,East Coast,EXISTING,8.0,10.0,1681.0,1.0,2010-09-01,2010-09-01,280.0,280.0,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0.0,0.023668639,0.8,2.0,S,0.0,10.0,8.0,,,2010-10-01,,,
1878,1879,CD,8.0,8.0,MN,0.0,4.0,A,2011-06-08,2011-06-11,2010-11-01,,1544.0,38.0,1.0,0.826,2010-03-05,2010-08-23,1.0,3.0,2010-03-05,,Other,5.0,Catholic,1.0,PK,12.0,880.0,Q,0.196,0.0,East Coast,EXISTING,46.0,49.0,1544.0,1.0,2010-11-03,2010-11-03,217.0,217.0,Middle,Middle,Middle->Middle,June,PK,High,PK->High,C,1.0,0.052272727,0.93877551,3.0,L,1.0,10.0,,,10.0,2010-05-29,2010-06-01,2010-08-12,2010-11-04
